,Unnamed: 0,comment,sentimen
586,586,siapa sih dukung tapera jabat sendiri,negatif
587,587,mending gratis biaya sekolah rumah,negatif
588,588,inti org hasil tengah bawah suruh ngutang akhir hayat,negatif
589,589,perintah ngomongin tapera dengar juta anggur karyawan pkwt karyawan hari siap pecat sewaktu2,negatif
590,590,coba hitung rakyat umr subsidi dg tabung tiap bulan 10 jt tahun 120 jt kali 30 th 36 m th 2054 2024 30 nilai uang 36 m beli rumah apa mana potong inflasi uang rakyat mau dibungain lalu uang korupsi ramai2 coba hukum rakyat bunuh org2 lenceng dana rakyat jamin jadi nama tapera,negatif
591,591,terimakasih buat konten mampu buka fikiran youtube media kalau konten beril arti konten edukasi channel bikin youtube bukan dar hibur semata,positif
592,592,paksa nabung hutang,negatif
593,593,bank syariah flat gausah pake nabung sama perintah malah rumah komersil kok,negatif
594,594,pinter omong masse,negatif
595,595,pribadi sbgai rakyat gk percaya pd sistem kelola uang negara korupsi mana slalu rakyat di beban tanggung akibat bobrok laku utang negara tumpuk miskin tumbuh tak kendali,negatif
596,596,intix 1 entas korupsi,negatif
597,597,tolak tapera,negatif
598,598,konoha gitu lohmana bikin yang baik sih,positif
599,599,ga korupsi percuma dapat manfaat cuma gelintir orang,negatif
600,600,perintah negeri bobrok mulai dr oresiden bakal presiden calon wakil oresiden menteri2 bobrok lha gitu mau percaya kaya baru lahir aja lu,negatif
601,601,dana tampera dulu aja ntidak kelar2 membernya mungkin sampai 1 masyarakat indo alas kewalahan sekarang mau cangkup seluruh indonesia mana masuk 5 besar duduk banyak dunia mending urus dulu oknum2 dalam kalau beres bisa2 tuh ber mm atw mungkin ber tt,negatif
602,602,ada program rumah subsidi sudah jalan harus tumpang tindih,negatif
603,603,bang awas hilang bang,negatif
604,604,kelola tpi kelola di korupsi rakyat benar percaya sama jabat,negatif
605,605,pikir gaji 8 juta gampang punya rumah layakgaji 79 juta enak gaji 8 juta nyari rumah bukan subsidiklo gaji 30 juta up baruuuu,positif
606,606,cara mudah ilegal dapat kan dana dikorupsiitulah perintah yang tdk punya maludikira masyarakat bodohlawan kalau masyarakat cerdas,negatif
607,607,sya tuju tapera tp yang korupsi uang tapera hukum mati titik,negatif
608,608,bang program lbih bagus tu justru mlh ide pak ahok peme mending bangun rm2 utk rakyat bs sewa kontrak sj utk slm mrk hidup tp tdk bs hak milik pribadi dn hrg sewa tentu brp pendptn jd masihl kl peme krj sm dgn pr investor bkin2 trus rmh2 dn jual belikan mk suatu rm mahal dn habis lahan jadi neg inggris bhkn rakyat dr lokasi2 mrk asal tdk mampu utk beli layak rm jmn margaret tacher dimn rm2 jual tdk lg milik perintah utk rakyat sbgai jaminn sosial layak huni utk org2 blm mampu,negatif
609,609,jokowi desak undangundang soal korupsi tp dpr nya ga mau parpol mana aja tuh nolak,negatif
610,610,mohon maaf kendala kelola data apa masih menyatat data anggota cara ukir batuini abad 21 bosssaya malah curiga kalo dana malah ilang,negatif
611,611,skema ponzi serta akhir jadi korban tutup kasus sekarang tak diaelesaikan tapera,negatif
612,612,kalau tetap mau paksa kumpul tiap bulan nya langsung rubah nilai gram emas logam mulia jadi cair rakyat rugi rupiah gerus inflasi,negatif
613,613,kalau tetap mau paksa kumpul tiap bulan nya langsung rubah nilai gram emas jadi cair rakyat rugi rupiah gerus inflasi,negatif
614,614,terap hukum mati koruptor baru percaya,negatif
615,615,mobil palsu ijazah palsu ibukota palsu janji palsu sumpah palsu bener nih munafik asli 24 karat,negatif
616,616,bhaya lama kotupai ada,negatif
617,617,441 kalo sana gaji umrnya ga 6jt bawah kali bang gwah mikirnya indo ngadain tapera uang tabung investasi dalam negri sendiri milik tari dividen mudah kaya invest plat from ijo mudah di tarik di perlu kaya bpjs kan di pakai sakit kalo tapera kan yntkts,negatif
618,618,korupsi korupsi di korupsi dan lagiya siklus nya gitu aja teruss,negatif
619,619,hukum koruptor minimal indonesia maju percaya dech,positif
620,620,rakyat udah mau tidak percaya kok paksaapa nama,negatif
621,621,teori bagus pernah pikir soal praktek yang pernah coba mau narik dana perintah susah apalagi kalau 20 tahun depan lol lucu deh,negatif
622,622,bikin uu korupsi hukum mati dulu masyarakat bakal joint kok,negatif
623,623,lucu aja sih klo dengernya 500m karna blum siap btul sja hnya alas cuci uang buat pejbat2 korup program wajar byk d protes karna pm aja korup itu gk sdikit,negatif
624,624,ide hasil pikir makhluk hasil seleksi jalur sogok sogok ijazah kw12 memang luarrr binasa kumpul tapera modal kerja mafia,negatif
625,625,rakyat nya sudah percaya sama perintah negara nya siap2 aja mah perlahan tuju kehancurantak sampai 100 thn hancur sudahentah krisis ekonomi bencana alam azabatau saja jajah krna makin buruk nya ada,negatif
626,626,korup doang,negatif
627,627,tabung kok maksa program tabung rumah kok banyak limit uda punya rumah paksa ikutga yang beres program perintah,negatif
628,628,1 yang di ingat indonesia negara koruptor,negatif
629,629,koruptor hukum mati mau pajak naik tapera gua rela bangsa gaji pas2an,negatif
630,630,tapera uu produk dpr inisiatif pdip pks cari jejak digital ketika jadi heboh semua hujat cerca tuju perintah masuk si buat uu sendiri fraksi pdip pks lempar batu sembunyi tangan padahal pasal2nya saja baca kalau mau sedikit browser lewat mbah googlejadi bisa batal uunya dpr sendiri perintah bisa tunda pelaksanaanya yang jadi sekarang,negatif
631,631,sbnera stuju bang tapera asal korupsi hukum mati,negatif
632,632,plis gmn cara brentiin tapera ga ikhlas gw walaupun di gue tp banyak bgt temen keluarga kasi gatega bgt gue paksa pdhl masing2 org udah punya plan sendiri2 ken nabung pribadi beli rumah cash yang mau maksimalin investasi kita semua dibodohin nanti paksa beli rumah cara bunga riba lmao smoga yang tuju ikut diri tapera dapet karma,negatif
633,633,mungkin solusi upah kerja dinaikin kali supaya timpal tidak potong banyak,negatif
634,634,mah cuman kurang uang bangun ikn,negatif
635,635,ehhh korupsi mmm korupsi terus aja korupsi,negatif
636,636,bagus orang banyak duit buat tengah bawah bisa jamin g jangan buat korupsi buat omnum tentu,positif
637,637,btw ikn minta tambah 29t bro,negatif
638,638,habis kasus korupsi 271t langsung d geprek sama tapera gmn rakyat gk percaya jaman jajah memang mental korup,negatif
639,639,satu kata masalah nyak o r u p s i ganti singkat kpk biar rakyat percayakomisi bantai koruptor baru rakyat yakin,negatif
640,640,bansos aja korupsi,negatif
641,641,lihat sejarah zaman soehartoada perumnas bisa ngendalikan hrg rumah,negatif
642,642,mungkin buat nutupin defisit anggar apbn di2025 bang,negatif
643,643,sedikit cerita alm bpk orang pns gaji tiap bulan potong tapera sama sekali bantu bikin rumah bukan hasil iur tapera gaji bangun rumah itu hasil usaha luar kerja nah pas bpk tinggal cerita mau klaim uang ada tapera sulit minta ampun baru transfer 3 thn dari tinggal alm bpk,negatif
644,644,sy bikin rumah sendiri gaji,positif
645,645,mending nyicil kpr tapera jelas lama nyicil rumah tempat lokasi rumah bisa di cari dekat tempat kerja,negatif
646,646,pe me rin tah coba lihat video cerdas thanks raymond,negatif
647,647,sih tetap ngtidak tuju sama tapera bukan skema lebih sangat sangat sangat percaya perintah negara penuh koruptor lagi rekam jejak cair dana himpun perintah sangat susah dicairin yakin seyakin2nya kalo tapera himpun semua kerja kalo memang jalan bakal korupsi,negatif
648,648,udah dpr g usah banyak omong programsah kan dulu uu ampas harta koruptor baru bicara tapera,negatif
649,649,benar benci korupsi memang semua bijak bagus korupsi yang udah parah,negatif
650,650,cuma akal2ancuma dibodohikarena bisa kelola negara,negatif
651,651,trust issue,negatif
652,652,hahaha perintah butuh dana ujung korup ingat kalau negara naik pajak arti negara sedang baik2,negatif
653,653,tapera benar bagus karna negara tetangga bnyk buat program tsb sukses awal problem biasa dlm sistem cuma d indonesia kaga langsung d terima karna asabri aja d korupsi apa lg tapera dr mana tau kaga d colong uang d main benar kunci gmna cara perintah buat masyarakat percaya karna program tapera emng bagus,positif
654,654,indonesia siap akan amanah kalo udah urus nyentuh duit rakyat sifat paksa kaya gin yakin 1000 indonesia sampe kapan tidak akan amanah kalo urus duit rakyat emang korupsi udah darah daging negeri,negatif
655,655,inti pribadi percaya sama anjing anjing tikus tikus ada gedung mengatasnamakan wakil rakyattapi kalau uud hukum mati miskin semiskinmiskinnya koruptor 1000000 gua tuju,negatif
656,656,masalah perintah indonesia sulit percaya korup parah bang,negatif
657,657,perintah bagus fokus buka fasilitas lowong kerja besar2 warga dulu aja ekonomi negara stabil kan dulu mau rakyat percaya keluar dulu atur koruptor hukum mati hukum harta sitadi miskin kan baru rakyat mau percaya jika udah rumah bagus harus di wajib aja fokus punya rumah aja program tapera bagus nonwajib klo di banding singapura jelas beda program jelas gaji sana tinggi didik sana tidak tamat kuliah aja bisa dpt kerja mudah gaji cukup tinggi beda bpjs dulu aku tuju dgn bpjs tapera tidak tuju karna negara belum siap,negatif
658,658,sahkan uu ampas aset lancar tuh tapera,negatif
659,659,harap jokowi luhut punya waktu 13 menit buat nonton video,positif
660,660,inagt kata2 gw ujung2 nya duit tapera lu tepake buat nyawer biduan,negatif
661,661,tanah2 pinggir kota ga terlalu mahal butuh perata orang mau tinggal daerah di kabupaten harga2 tinggi banyak orang spekulasi aja sekarang banyak ga laku bisa beli banyak korporasi,negatif
662,662,masalah koruptor banyk lalu hukum ringan bgt udah ringan dpet diskon gede trus penjara bgus hrusnya jdiin aj 1 dg maling ayam ngpain dkasi penjara khusus bgus kek maling level aj kls ekonomi kls tengah kls atas vipvvip hambalang dkorupsi dana bansos bahkn covid msih aj niat ngmbat duit haram dana haji ada al quran dllhrusnya sifat opsional kok malah maksa banget dulu bpjs jga gtu lmbat laun dpaksa pdhal oleh sehat hak tp drubah jdi wajib prnah gk denger brp sih gaji ngelola bpjs klo lo tau gk usah kaget y,negatif
663,663,konsep sistem bagus pada laksana nya sering banyak seleweng sana sini,negatif
664,664,dasar subsidi adalah jamin di ikan mang jabat rakyat orang kita gaji pajak buat kelola sumber daya sejahtera sama kok kes berat rakyat,negatif
665,665,ponzi scheme mah,negatif
666,666,inti rakyat udah ngga percaya sama perintah banyak koruptor tajem bawah tumpul atas dll,negatif
667,667,ujungujungnya korupsi,negatif
668,668,ujungujungnya korupsi,negatif
669,669,negara aja korupsi hukum mati kok negara konoha hukum,negatif
670,670,percuma mau brainwash pakai banding apa nggk ubah pandang pribadi tabung cekik rakyat,negatif
671,671,gk habis pikir indonesia uda korupsi akut buka fokus bersihin korupsi malah meres uang rakyat dgn dalil program perintah,negatif
672,672,nabung ko maksa investasi aja gk masa,negatif
673,673,lah perintah tidak becus jabat mental bisnis semua indonesia cemas 2045,negatif
674,674,kapan masyarakat penuh turun jalan cari koruptor,negatif
675,675,jangan nyerahin urus besar kpd org2 gk becus buat ngelolanya,negatif
676,676,akhir perintah kok makin parah,negatif
677,677,tuju sih mau berapa persen asal koruptor hukum mati,negatif
678,678,tuju sih objektif memang bagus percaya perintah jelek banget cara perintah ga berantas korupsi perintah sendiri cuman tangkep laku nya kasih liat rakyat pas tangkap doang ga tuh transparansi beneran penjara beneran engga jadi gimana mau percaya klo rakyat udah bener bener muak sama perintah,negatif
679,679,tapera turut gue program ter bangst mudah2an ga jadi kalau ada revisi bayangin aja gue usaha hasil atas 8jt per bulan bahkan gue punya rumah hasil usaha gue gue bayarin gaji karyawan gue kta bank bikin usaha gue nafas meski gali tutup lubang suruh bayar iur tapera buat kaum bawah mereka punya rumah fck it gue aja belum punya masa bantuin orang buat punya,negatif
680,680,jenius mana uang nya di pakai ikn di korupsi jabat perintah,negatif
681,681,uang rakyat ditaro tapera trus kelola manajer investasi nah kelola nya transparan aja depositoin masukin pasar saham trus bunga devidennnya nikmat kelola tapera tabung rakyat tambah satu sen rupiah ini jelas scam perintah utk kelola tapera,positif
682,682,tapera investasi bodonglahan korupsi baru buat koruptor siapa berani jamin depan dana tapera di korupsi ingat kasus asabri jiwasraya gw paksa nabung buat rumah fakta mati tidak pernah gw tempat,negatif
683,683,ratus triliun gk jadi buat modal proyek tower 4g kyk nya cuma buat bikin bnyk rumah deh,negatif
684,684,compulsory savings apa beda sama pajak,negatif
685,685,jalan progam tapera dgn baikk hrus nya progam sah dgn uu miskin aset koruptor lebih extrim lgi klo uud gantung koruptor bisa jalan dgn baik,negatif
686,686,ray pakai apk apa buat edit video,negatif
687,687,takut dikorupsiditarik susah bla bla bla bagai udah udah aja,negatif
688,688,cair duit ga sih kayak,negatif
689,689,wakanda buat tape aja lon pake tapera segala jual tape aja lurrr,negatif
690,690,tapera tambah korupsi raksasa rakyat kok kibulin terus moga cepet mati orang dzolim,negatif
691,691,kalo korupsi gimana ada aja orang pintar mekorupsi siapa tanggung jawab lu mau ntr masyarakat kurang percaya,negatif
692,692,gw tuju buat program tabung paksa mungkin manfaat ga rasa skrg liat 50 tahun depanpak basuki bakal jadi pahlawan orang mau tanggung jawab sama taperaingat guys pak bas tri paling bersih ga kontroversiayo support3 ga berapa buat masa depan nkri beberapa generasi lanjut,positif
693,693,gaji buat makan aja kurangdipotong paksa filipina jg korupsi tinggi elo cuma googling aja,negatif
694,694,kalo jelas raymond arti tapera manfaat hasil bawah 8 juta bisa minjem kpr sampe 30 tahun bunga flat 5 rumah2 subsidi perintah lalu tanya uang sudah kumpul upa iur 3 pensiun manfaat buat apa jamin dapet rumah murah aja engga dapat mudah kpr saja hasil bawah 8 jutawell can we conclude that the money they collect from people is only for countrys investment which has different objective from the purpose they develop tapera,negatif
695,695,indonesia emas tahun 2040an atas karena nunggu boomer2 kolot gen lama clear ilang perintah,negatif
696,696,pfffttt,negatif
697,697,konten begini nih bakal cegah sama ruu larang jurnalisme investigasi gilir halhal jatuh negara malah lihat kompak konsisten straight to the point,negatif
698,698,benar program kayak tapera dp 0 rupiah jalan kan benar bagus ngambil jatah gaji bulan rakyattapi ngambil jatah untung usaha besar bukan umkmkayak usaha milik chinatapi kok gagal di tapera korut berhasilbro negara komunistidak heran hasil bikin apartemen gratiskita kok kayak gagal karena salah program taperabukan ngambil uang inisiatif usaha malah gaji karyawancoba kalok dulu kalok ngambil uang semua usaha bumn swasta hasil tukayak korutdan kalian banding korut gue aku kalian bodo sihlo bandingin negara komunis negara biasa kitakalok dulu komunis dulu banyak program ketat udah gitu negara tertutuptapi program kayak gin selesai,negatif
